"seqnames"	"start"	"end"	"width"	"strand"	"L"
"35406"	"chr19"	"51342605"	"51344106"	"1502"	"*"	"21"
"35407"	"chr19"	"51354891"	"51356413"	"1523"	"*"	"24"
"35408"	"chr19"	"51366061"	"51367460"	"1400"	"*"	"25"
"35409"	"chr19"	"51370242"	"51373652"	"3411"	"*"	"32"
"35410"	"chr19"	"51387270"	"51390682"	"3413"	"*"	"26"
"35411"	"chr19"	"51394272"	"51395757"	"1486"	"*"	"57"
"35412"	"chr19"	"51414454"	"51418886"	"4433"	"*"	"57"
"35413"	"chr19"	"51421295"	"51422319"	"1025"	"*"	"45"
"35414"	"chr19"	"51500312"	"51502852"	"2541"	"*"	"43"
"35415"	"chr19"	"51531607"	"51532034"	"428"	"*"	"30"
"35416"	"chr19"	"51571040"	"51571336"	"297"	"*"	"46"
"35417"	"chr19"	"51593911"	"51596345"	"2435"	"*"	"109"
"35418"	"chr19"	"51598408"	"51601447"	"3040"	"*"	"43"
"35419"	"chr19"	"51702881"	"51704540"	"1660"	"*"	"145"
"35420"	"chr19"	"51713305"	"51716299"	"2995"	"*"	"38"
"35421"	"chr19"	"51718945"	"51719865"	"921"	"*"	"48"
"35422"	"chr19"	"51722524"	"51725262"	"2739"	"*"	"40"
"35423"	"chr19"	"51745899"	"51746483"	"585"	"*"	"23"
"35424"	"chr19"	"51750056"	"51753348"	"3293"	"*"	"32"
"35425"	"chr19"	"51759716"	"51763430"	"3715"	"*"	"25"
"35426"	"chr19"	"51887454"	"51891938"	"4485"	"*"	"113"
"35427"	"chr19"	"51904308"	"51906621"	"2314"	"*"	"105"
"35428"	"chr19"	"51926627"	"51927840"	"1214"	"*"	"108"
"35429"	"chr19"	"51948710"	"51950014"	"1305"	"*"	"81"
"35430"	"chr19"	"51986391"	"51987862"	"1472"	"*"	"59"
"35431"	"chr19"	"52007663"	"52008723"	"1061"	"*"	"113"
"35432"	"chr19"	"52028081"	"52028783"	"703"	"*"	"101"
"35433"	"chr19"	"52048252"	"52049349"	"1098"	"*"	"97"
"35434"	"chr19"	"52092742"	"52096211"	"3470"	"*"	"95"
"35435"	"chr19"	"52114525"	"52115728"	"1204"	"*"	"25"
"35436"	"chr19"	"52139219"	"52140454"	"1236"	"*"	"82"
"35437"	"chr19"	"52142908"	"52143170"	"263"	"*"	"34"
"35438"	"chr19"	"52170020"	"52172218"	"2199"	"*"	"67"
"35439"	"chr19"	"52187237"	"52190012"	"2776"	"*"	"83"
"35440"	"chr19"	"52269036"	"52270176"	"1141"	"*"	"116"
"35441"	"chr19"	"52296546"	"52297948"	"1403"	"*"	"131"
"35442"	"chr19"	"52335266"	"52336814"	"1549"	"*"	"141"
"35443"	"chr19"	"52369643"	"52370519"	"877"	"*"	"99"
"35444"	"chr19"	"52397121"	"52398483"	"1363"	"*"	"99"
"35445"	"chr19"	"52451210"	"52454282"	"3073"	"*"	"145"
"35446"	"chr19"	"52492323"	"52493491"	"1169"	"*"	"104"
"35447"	"chr19"	"52525032"	"52528376"	"3345"	"*"	"146"
"35448"	"chr19"	"52535500"	"52536550"	"1051"	"*"	"96"
"35449"	"chr19"	"52568568"	"52574551"	"5984"	"*"	"141"
"35450"	"chr19"	"52582432"	"52585659"	"3228"	"*"	"57"
"35451"	"chr19"	"52599802"	"52601974"	"2173"	"*"	"88"
"35452"	"chr19"	"52637662"	"52641041"	"3380"	"*"	"122"
"35453"	"chr19"	"52689249"	"52691946"	"2698"	"*"	"111"
"35454"	"chr19"	"52725489"	"52726244"	"756"	"*"	"50"
"35455"	"chr19"	"52734340"	"52739264"	"4925"	"*"	"152"
"35456"	"chr19"	"52786232"	"52787193"	"962"	"*"	"97"
"35457"	"chr19"	"52820937"	"52822967"	"2031"	"*"	"67"
"35458"	"chr19"	"52856923"	"52860320"	"3398"	"*"	"127"
"35459"	"chr19"	"52897220"	"52898285"	"1066"	"*"	"107"
"35460"	"chr19"	"52921417"	"52925798"	"4382"	"*"	"91"
"35461"	"chr19"	"52941893"	"52943107"	"1215"	"*"	"124"
"35462"	"chr19"	"52959811"	"52963714"	"3904"	"*"	"145"
"35463"	"chr19"	"52992594"	"52994121"	"1528"	"*"	"98"
"35464"	"chr19"	"53035434"	"53038106"	"2673"	"*"	"44"
"35465"	"chr19"	"53057916"	"53058741"	"826"	"*"	"63"
"35466"	"chr19"	"53102927"	"53103845"	"919"	"*"	"87"
"35467"	"chr19"	"53132236"	"53133990"	"1755"	"*"	"91"
"35468"	"chr19"	"53156748"	"53159775"	"3028"	"*"	"131"
"35469"	"chr19"	"53192876"	"53194305"	"1430"	"*"	"92"
"35470"	"chr19"	"53254425"	"53259587"	"5163"	"*"	"150"
"35471"	"chr19"	"53289701"	"53291723"	"2023"	"*"	"52"
"35472"	"chr19"	"53308122"	"53309018"	"897"	"*"	"85"
"35473"	"chr19"	"53328953"	"53329489"	"537"	"*"	"46"
"35474"	"chr19"	"53333237"	"53334320"	"1084"	"*"	"126"
"35475"	"chr19"	"53360512"	"53367634"	"7123"	"*"	"152"
"35476"	"chr19"	"53390920"	"53397090"	"6171"	"*"	"157"
"35477"	"chr19"	"53428764"	"53433334"	"4571"	"*"	"149"
"35478"	"chr19"	"53466223"	"53470667"	"4445"	"*"	"131"
"35479"	"chr19"	"53520370"	"53522832"	"2463"	"*"	"129"
"35480"	"chr19"	"53537473"	"53540725"	"3253"	"*"	"137"
"35481"	"chr19"	"53552001"	"53555639"	"3639"	"*"	"91"
"35482"	"chr19"	"53603340"	"53604618"	"1279"	"*"	"34"
"35483"	"chr19"	"53630790"	"53634152"	"3363"	"*"	"41"
"35484"	"chr19"	"53673820"	"53674558"	"739"	"*"	"22"
"35485"	"chr19"	"53677363"	"53702959"	"25597"	"*"	"253"
"35486"	"chr19"	"53705180"	"53708901"	"3722"	"*"	"63"
"35487"	"chr19"	"53710786"	"53713443"	"2658"	"*"	"42"
"35488"	"chr19"	"53719865"	"53732122"	"12258"	"*"	"129"
"35489"	"chr19"	"53734412"	"53742167"	"7756"	"*"	"84"
"35490"	"chr19"	"53745641"	"53754240"	"8600"	"*"	"103"
"35491"	"chr19"	"53756395"	"53758455"	"2061"	"*"	"39"
"35492"	"chr19"	"53760571"	"53762569"	"1999"	"*"	"33"
"35493"	"chr19"	"53768444"	"53768704"	"261"	"*"	"40"
"35494"	"chr19"	"53772331"	"53774569"	"2239"	"*"	"20"
"35495"	"chr19"	"53786743"	"53789110"	"2368"	"*"	"70"
"35496"	"chr19"	"53808291"	"53809856"	"1566"	"*"	"34"
"35497"	"chr19"	"53824073"	"53824594"	"522"	"*"	"24"
"35498"	"chr19"	"53865761"	"53871681"	"5921"	"*"	"144"
"35499"	"chr19"	"53873573"	"53875950"	"2378"	"*"	"31"
"35500"	"chr19"	"53877900"	"53879547"	"1648"	"*"	"40"
"35501"	"chr19"	"53881487"	"53885259"	"3773"	"*"	"54"
"35502"	"chr19"	"53889644"	"53890208"	"565"	"*"	"50"
"35503"	"chr19"	"53898645"	"53899513"	"869"	"*"	"26"
"35504"	"chr19"	"53902985"	"53909718"	"6734"	"*"	"126"
"35505"	"chr19"	"53911714"	"53913042"	"1329"	"*"	"44"
"35506"	"chr19"	"53939700"	"53942260"	"2561"	"*"	"45"
"35507"	"chr19"	"53963166"	"53963329"	"164"	"*"	"25"
"35508"	"chr19"	"53965267"	"53965678"	"412"	"*"	"21"
"35509"	"chr19"	"53976377"	"53978701"	"2325"	"*"	"61"
"35510"	"chr19"	"53981570"	"53983567"	"1998"	"*"	"77"
"35511"	"chr19"	"53987983"	"53995651"	"7669"	"*"	"95"
"35512"	"chr19"	"54011842"	"54012628"	"787"	"*"	"46"
"35513"	"chr19"	"54063570"	"54065190"	"1621"	"*"	"37"
"35514"	"chr19"	"54094623"	"54097091"	"2469"	"*"	"73"
"35515"	"chr19"	"54100276"	"54102921"	"2646"	"*"	"99"
"35516"	"chr19"	"54114385"	"54118431"	"4047"	"*"	"100"
"35517"	"chr19"	"54137055"	"54137888"	"834"	"*"	"50"
"35518"	"chr19"	"54158921"	"54164939"	"6019"	"*"	"188"
"35519"	"chr19"	"54173215"	"54173624"	"410"	"*"	"36"
"35520"	"chr19"	"54189670"	"54193700"	"4031"	"*"	"155"
"35521"	"chr19"	"54200284"	"54202022"	"1739"	"*"	"140"
"35522"	"chr19"	"54206380"	"54207475"	"1096"	"*"	"47"
"35523"	"chr19"	"54216918"	"54219560"	"2643"	"*"	"26"
"35524"	"chr19"	"54222911"	"54224349"	"1439"	"*"	"52"
"35525"	"chr19"	"54280944"	"54282616"	"1673"	"*"	"34"
"35526"	"chr19"	"54312658"	"54314017"	"1360"	"*"	"29"
"35527"	"chr19"	"54322984"	"54323419"	"436"	"*"	"22"
"35528"	"chr19"	"54337608"	"54340302"	"2695"	"*"	"31"
"35529"	"chr19"	"54363714"	"54366519"	"2806"	"*"	"63"
"35530"	"chr19"	"54388137"	"54388587"	"451"	"*"	"41"
"35531"	"chr19"	"54414529"	"54418271"	"3743"	"*"	"61"
"35532"	"chr19"	"54425020"	"54425305"	"286"	"*"	"32"
"35533"	"chr19"	"54448109"	"54449910"	"1802"	"*"	"120"
"35534"	"chr19"	"54463136"	"54474217"	"11082"	"*"	"119"
"35535"	"chr19"	"54502234"	"54503142"	"909"	"*"	"43"
"35536"	"chr19"	"54524382"	"54527284"	"2903"	"*"	"67"
"35537"	"chr19"	"54531023"	"54533153"	"2131"	"*"	"26"
"35538"	"chr19"	"54572093"	"54573912"	"1820"	"*"	"44"
"35539"	"chr19"	"54592188"	"54593870"	"1683"	"*"	"24"
"35540"	"chr19"	"54628954"	"54631091"	"2138"	"*"	"62"
"35541"	"chr19"	"54661285"	"54663066"	"1782"	"*"	"40"
"35542"	"chr19"	"54706302"	"54709098"	"2797"	"*"	"25"
"35543"	"chr19"	"54738275"	"54738560"	"286"	"*"	"23"
"35544"	"chr19"	"54754729"	"54755027"	"299"	"*"	"24"
"35545"	"chr19"	"54769580"	"54769876"	"297"	"*"	"34"
"35546"	"chr19"	"54786027"	"54786380"	"354"	"*"	"28"
"35547"	"chr19"	"54802595"	"54803669"	"1075"	"*"	"33"
"35548"	"chr19"	"54815103"	"54816526"	"1424"	"*"	"33"
"35549"	"chr19"	"54850230"	"54852666"	"2437"	"*"	"23"
"35550"	"chr19"	"54905379"	"54906403"	"1025"	"*"	"48"
"35551"	"chr19"	"54919162"	"54919893"	"732"	"*"	"25"
"35552"	"chr19"	"54938006"	"54939986"	"1981"	"*"	"29"
"35553"	"chr19"	"54947322"	"54947915"	"594"	"*"	"22"
"35554"	"chr19"	"54966265"	"54966482"	"218"	"*"	"22"
"35555"	"chr19"	"54982195"	"54983435"	"1241"	"*"	"67"
"35556"	"chr19"	"55030752"	"55034751"	"4000"	"*"	"69"
"35557"	"chr19"	"55038046"	"55039062"	"1017"	"*"	"43"
"35558"	"chr19"	"55062152"	"55064470"	"2319"	"*"	"77"
"35559"	"chr19"	"55069369"	"55072245"	"2877"	"*"	"40"
"35560"	"chr19"	"55079734"	"55081163"	"1430"	"*"	"22"
"35561"	"chr19"	"55086997"	"55087984"	"988"	"*"	"40"
"35562"	"chr19"	"55116360"	"55120520"	"4161"	"*"	"87"
"35563"	"chr19"	"55132647"	"55132959"	"313"	"*"	"22"
"35564"	"chr19"	"55156078"	"55162256"	"6179"	"*"	"84"
"35565"	"chr19"	"55165389"	"55167254"	"1866"	"*"	"99"
"35566"	"chr19"	"55173466"	"55174304"	"839"	"*"	"54"
"35567"	"chr19"	"55176746"	"55181894"	"5149"	"*"	"88"
"35568"	"chr19"	"55227086"	"55230212"	"3127"	"*"	"40"
"35569"	"chr19"	"55255466"	"55259614"	"4149"	"*"	"75"
"35570"	"chr19"	"55279567"	"55280670"	"1104"	"*"	"74"
"35571"	"chr19"	"55301913"	"55302929"	"1017"	"*"	"49"
"35572"	"chr19"	"55312917"	"55314539"	"1623"	"*"	"24"
"35573"	"chr19"	"55336843"	"55339850"	"3008"	"*"	"72"
"35574"	"chr19"	"55352570"	"55359582"	"7013"	"*"	"114"
"35575"	"chr19"	"55362935"	"55366042"	"3108"	"*"	"36"
"35576"	"chr19"	"55376414"	"55378045"	"1632"	"*"	"36"
"35577"	"chr19"	"55383951"	"55387481"	"3531"	"*"	"229"
"35578"	"chr19"	"55400949"	"55404449"	"3501"	"*"	"55"
"35579"	"chr19"	"55406824"	"55408568"	"1745"	"*"	"97"
"35580"	"chr19"	"55432816"	"55433645"	"830"	"*"	"37"
"35581"	"chr19"	"55440678"	"55443986"	"3309"	"*"	"31"
"35582"	"chr19"	"55461280"	"55462004"	"725"	"*"	"70"
"35583"	"chr19"	"55474858"	"55477423"	"2566"	"*"	"86"
"35584"	"chr19"	"55503291"	"55506198"	"2908"	"*"	"34"
"35585"	"chr19"	"55517083"	"55517542"	"460"	"*"	"29"
"35586"	"chr19"	"55530412"	"55531298"	"887"	"*"	"38"
"35587"	"chr19"	"55536098"	"55537226"	"1129"	"*"	"43"
"35588"	"chr19"	"55549741"	"55550575"	"835"	"*"	"22"
"35589"	"chr19"	"55580665"	"55581990"	"1326"	"*"	"38"
"35590"	"chr19"	"55586297"	"55587620"	"1324"	"*"	"77"
"35591"	"chr19"	"55595766"	"55600215"	"4450"	"*"	"87"
"35592"	"chr19"	"55604980"	"55606780"	"1801"	"*"	"20"
"35593"	"chr19"	"55615409"	"55617562"	"2154"	"*"	"21"
"35594"	"chr19"	"55624619"	"55626662"	"2044"	"*"	"61"
"35595"	"chr19"	"55634828"	"55636754"	"1927"	"*"	"54"
"35596"	"chr19"	"55639990"	"55645287"	"5298"	"*"	"133"
"35597"	"chr19"	"55647349"	"55648700"	"1352"	"*"	"31"
"35598"	"chr19"	"55652628"	"55659339"	"6712"	"*"	"232"
"35599"	"chr19"	"55662745"	"55664349"	"1605"	"*"	"20"
"35600"	"chr19"	"55675028"	"55678649"	"3622"	"*"	"83"
"35601"	"chr19"	"55682643"	"55685639"	"2997"	"*"	"57"
"35602"	"chr19"	"55703641"	"55704717"	"1077"	"*"	"42"
"35603"	"chr19"	"55835179"	"55837524"	"2346"	"*"	"52"
"35604"	"chr19"	"55849777"	"55853004"	"3228"	"*"	"44"
"35605"	"chr19"	"55855929"	"55858716"	"2788"	"*"	"72"
"35606"	"chr19"	"55931968"	"55933319"	"1352"	"*"	"24"
"35607"	"chr19"	"55998834"	"55999923"	"1090"	"*"	"45"
"35608"	"chr19"	"56091900"	"56093504"	"1605"	"*"	"21"
"35609"	"chr19"	"56097349"	"56102260"	"4912"	"*"	"86"
"35610"	"chr19"	"56104527"	"56106791"	"2265"	"*"	"32"
"35611"	"chr19"	"56119888"	"56121900"	"2013"	"*"	"59"
"35612"	"chr19"	"56140698"	"56143459"	"2762"	"*"	"74"
"35613"	"chr19"	"56174968"	"56177144"	"2177"	"*"	"26"
"35614"	"chr19"	"56181983"	"56182137"	"155"	"*"	"25"
"35615"	"chr19"	"56196439"	"56200429"	"3991"	"*"	"78"
"35616"	"chr19"	"56217053"	"56219270"	"2218"	"*"	"74"
"35617"	"chr19"	"56227564"	"56231059"	"3496"	"*"	"69"
"35618"	"chr19"	"56314214"	"56318464"	"4251"	"*"	"123"
"35619"	"chr19"	"56338355"	"56340768"	"2414"	"*"	"29"
"35620"	"chr19"	"56367698"	"56369054"	"1357"	"*"	"139"
"35621"	"chr19"	"56392962"	"56394155"	"1194"	"*"	"153"
"35622"	"chr19"	"56396204"	"56397790"	"1587"	"*"	"29"
"35623"	"chr19"	"56403365"	"56405002"	"1638"	"*"	"148"
"35624"	"chr19"	"56476765"	"56478550"	"1786"	"*"	"128"
"35625"	"chr19"	"56507108"	"56508733"	"1626"	"*"	"120"
"35626"	"chr19"	"56535344"	"56539559"	"4216"	"*"	"54"
"35627"	"chr19"	"56566715"	"56568134"	"1420"	"*"	"125"
"35628"	"chr19"	"56592435"	"56597682"	"5248"	"*"	"59"
"35629"	"chr19"	"56621659"	"56622863"	"1205"	"*"	"108"
"35630"	"chr19"	"56636087"	"56638446"	"2360"	"*"	"48"
"35631"	"chr19"	"56641385"	"56645773"	"4389"	"*"	"52"
"35632"	"chr19"	"56663675"	"56665203"	"1529"	"*"	"29"
"35633"	"chr19"	"56670978"	"56674196"	"3219"	"*"	"120"
"35634"	"chr19"	"56719023"	"56719533"	"511"	"*"	"27"
"35635"	"chr19"	"56763490"	"56767851"	"4362"	"*"	"83"
"35636"	"chr19"	"56795263"	"56797022"	"1760"	"*"	"52"
"35637"	"chr19"	"56823637"	"56826281"	"2645"	"*"	"63"
"35638"	"chr19"	"56837802"	"56841903"	"4102"	"*"	"203"
"35639"	"chr19"	"56861956"	"56865054"	"3099"	"*"	"87"
"35640"	"chr19"	"57099093"	"57099649"	"557"	"*"	"71"
"35641"	"chr19"	"57117724"	"57120191"	"2468"	"*"	"149"
"35642"	"chr19"	"57143548"	"57146290"	"2743"	"*"	"28"
"35643"	"chr19"	"57171427"	"57172635"	"1209"	"*"	"62"
"35644"	"chr19"	"57186940"	"57194350"	"7411"	"*"	"220"
"35645"	"chr19"	"57227897"	"57231089"	"3193"	"*"	"94"
"35646"	"chr19"	"57240162"	"57241108"	"947"	"*"	"118"
"35647"	"chr19"	"57279835"	"57281027"	"1193"	"*"	"148"
"35648"	"chr19"	"57317533"	"57317875"	"343"	"*"	"29"
"35649"	"chr19"	"57320176"	"57321045"	"870"	"*"	"119"
"35650"	"chr19"	"57350843"	"57351911"	"1069"	"*"	"99"
"35651"	"chr19"	"57359266"	"57364061"	"4796"	"*"	"122"
"35652"	"chr19"	"57387271"	"57390377"	"3107"	"*"	"109"
"35653"	"chr19"	"57410714"	"57412295"	"1582"	"*"	"88"
"35654"	"chr19"	"57434816"	"57436386"	"1571"	"*"	"90"
"35655"	"chr19"	"57477019"	"57478710"	"1692"	"*"	"72"
"35656"	"chr19"	"57485225"	"57490082"	"4858"	"*"	"124"
"35657"	"chr19"	"57499020"	"57502652"	"3633"	"*"	"123"
"35658"	"chr19"	"57525981"	"57528031"	"2051"	"*"	"126"
"35659"	"chr19"	"57556317"	"57560228"	"3912"	"*"	"116"
"35660"	"chr19"	"57575012"	"57579762"	"4751"	"*"	"99"
"35661"	"chr19"	"57583114"	"57585198"	"2085"	"*"	"120"
"35662"	"chr19"	"57598391"	"57600521"	"2131"	"*"	"116"
"35663"	"chr19"	"57613962"	"57614807"	"846"	"*"	"98"
"35664"	"chr19"	"57632363"	"57633827"	"1465"	"*"	"147"
"35665"	"chr19"	"57664274"	"57665045"	"772"	"*"	"67"
"35666"	"chr19"	"57681658"	"57682809"	"1152"	"*"	"106"
"35667"	"chr19"	"57708601"	"57709588"	"988"	"*"	"105"
"35668"	"chr19"	"57726975"	"57727897"	"923"	"*"	"74"
"35669"	"chr19"	"57738255"	"57739181"	"927"	"*"	"24"
"35670"	"chr19"	"57746292"	"57747417"	"1126"	"*"	"110"
"35671"	"chr19"	"57768253"	"57770551"	"2299"	"*"	"104"
"35672"	"chr19"	"57786039"	"57788874"	"2836"	"*"	"51"
"35673"	"chr19"	"57814387"	"57816742"	"2356"	"*"	"135"
"35674"	"chr19"	"57818943"	"57820191"	"1249"	"*"	"103"
"35675"	"chr19"	"57830074"	"57830849"	"776"	"*"	"21"
"35676"	"chr19"	"57847114"	"57851099"	"3986"	"*"	"92"
"35677"	"chr19"	"57886397"	"57889282"	"2886"	"*"	"118"
"35678"	"chr19"	"57915237"	"57917406"	"2170"	"*"	"111"
"35679"	"chr19"	"57934841"	"57936845"	"2005"	"*"	"126"
"35680"	"chr19"	"57943006"	"57948128"	"5123"	"*"	"147"
"35681"	"chr19"	"58001835"	"58004893"	"3059"	"*"	"120"
"35682"	"chr19"	"58008474"	"58009954"	"1481"	"*"	"92"
"35683"	"chr19"	"58033662"	"58035026"	"1365"	"*"	"37"
"35684"	"chr19"	"58037846"	"58047168"	"9323"	"*"	"167"
"35685"	"chr19"	"58058618"	"58060561"	"1944"	"*"	"82"
"35686"	"chr19"	"58067141"	"58068870"	"1730"	"*"	"21"
"35687"	"chr19"	"58084242"	"58087573"	"3332"	"*"	"41"
"35688"	"chr19"	"58098091"	"58098858"	"768"	"*"	"85"
"35689"	"chr19"	"58115930"	"58119246"	"3317"	"*"	"125"
"35690"	"chr19"	"58150262"	"58151996"	"1735"	"*"	"103"
"35691"	"chr19"	"58154252"	"58158324"	"4073"	"*"	"94"
"35692"	"chr19"	"58182054"	"58185753"	"3700"	"*"	"92"
"35693"	"chr19"	"58203047"	"58207132"	"4086"	"*"	"100"
"35694"	"chr19"	"58217013"	"58217581"	"569"	"*"	"69"
"35695"	"chr19"	"58228329"	"58229575"	"1247"	"*"	"146"
"35696"	"chr19"	"58278531"	"58279898"	"1368"	"*"	"123"
"35697"	"chr19"	"58304854"	"58306205"	"1352"	"*"	"78"
"35698"	"chr19"	"58309065"	"58310978"	"1914"	"*"	"25"
"35699"	"chr19"	"58324657"	"58327421"	"2765"	"*"	"87"
"35700"	"chr19"	"58338965"	"58339861"	"897"	"*"	"32"
"35701"	"chr19"	"58345846"	"58347549"	"1704"	"*"	"44"
"35702"	"chr19"	"58350136"	"58351039"	"904"	"*"	"31"
"35703"	"chr19"	"58353481"	"58358136"	"4656"	"*"	"119"
"35704"	"chr19"	"58362136"	"58363246"	"1111"	"*"	"123"
"35705"	"chr19"	"58366489"	"58369900"	"3412"	"*"	"64"
"35706"	"chr19"	"58380283"	"58382391"	"2109"	"*"	"63"
"35707"	"chr19"	"58386072"	"58388078"	"2007"	"*"	"99"
"35708"	"chr19"	"58393052"	"58394613"	"1562"	"*"	"30"
"35709"	"chr19"	"58400552"	"58401451"	"900"	"*"	"46"
"35710"	"chr19"	"58407727"	"58409573"	"1847"	"*"	"110"
"35711"	"chr19"	"58439642"	"58443643"	"4002"	"*"	"155"
"35712"	"chr19"	"58450608"	"58452152"	"1545"	"*"	"100"
"35713"	"chr19"	"58455516"	"58456699"	"1184"	"*"	"77"
"35714"	"chr19"	"58466499"	"58473070"	"6572"	"*"	"233"
"35715"	"chr19"	"58475130"	"58476852"	"1723"	"*"	"106"
"35716"	"chr19"	"58480561"	"58481174"	"614"	"*"	"20"
"35717"	"chr19"	"58496905"	"58502038"	"5134"	"*"	"86"
"35718"	"chr19"	"58511288"	"58514277"	"2990"	"*"	"80"
"35719"	"chr19"	"58516794"	"58520172"	"3379"	"*"	"111"
"35720"	"chr19"	"58544095"	"58545014"	"920"	"*"	"42"
"35721"	"chr19"	"58554115"	"58556218"	"2104"	"*"	"105"
"35722"	"chr19"	"58558544"	"58564025"	"5482"	"*"	"357"
"35723"	"chr19"	"58572582"	"58575924"	"3343"	"*"	"189"
"35724"	"chr19"	"58581140"	"58582136"	"997"	"*"	"92"
"35725"	"chr20"	"256361"	"260156"	"3796"	"*"	"33"
"35726"	"chr20"	"290259"	"293205"	"2947"	"*"	"53"
"35727"	"chr20"	"295305"	"300797"	"5493"	"*"	"168"
"35728"	"chr20"	"321490"	"330072"	"8583"	"*"	"81"
"35729"	"chr20"	"379826"	"382515"	"2690"	"*"	"46"
"35730"	"chr20"	"396234"	"396707"	"474"	"*"	"49"
"35731"	"chr20"	"407628"	"410014"	"2387"	"*"	"48"
"35732"	"chr20"	"417466"	"419825"	"2360"	"*"	"30"
"35733"	"chr20"	"461626"	"463095"	"1470"	"*"	"141"
"35734"	"chr20"	"543524"	"544770"	"1247"	"*"	"75"
"35735"	"chr20"	"608638"	"613692"	"5055"	"*"	"49"
"35736"	"chr20"	"640121"	"642815"	"2695"	"*"	"34"
"35737"	"chr20"	"650786"	"655770"	"4985"	"*"	"108"
"35738"	"chr20"	"661706"	"667620"	"5915"	"*"	"101"
"35739"	"chr20"	"673814"	"678306"	"4493"	"*"	"81"
"35740"	"chr20"	"707697"	"710581"	"2885"	"*"	"30"
"35741"	"chr20"	"728324"	"728859"	"536"	"*"	"63"
"35742"	"chr20"	"760358"	"762136"	"1779"	"*"	"63"
"35743"	"chr20"	"768327"	"768977"	"651"	"*"	"30"
"35744"	"chr20"	"833291"	"835720"	"2430"	"*"	"45"
"35745"	"chr20"	"841212"	"845782"	"4571"	"*"	"119"
"35746"	"chr20"	"885041"	"885495"	"455"	"*"	"65"
"35747"	"chr20"	"915624"	"916958"	"1335"	"*"	"30"
"35748"	"chr20"	"1000924"	"1002452"	"1529"	"*"	"52"
"35749"	"chr20"	"1116943"	"1119140"	"2198"	"*"	"143"
"35750"	"chr20"	"1178022"	"1184879"	"6858"	"*"	"96"
"35751"	"chr20"	"1201920"	"1203684"	"1765"	"*"	"25"
"35752"	"chr20"	"1223703"	"1226187"	"2485"	"*"	"38"
"35753"	"chr20"	"1265405"	"1266883"	"1479"	"*"	"61"
"35754"	"chr20"	"1294598"	"1297247"	"2650"	"*"	"33"
"35755"	"chr20"	"1305105"	"1306472"	"1368"	"*"	"39"
"35756"	"chr20"	"1308864"	"1310216"	"1353"	"*"	"21"
"35757"	"chr20"	"1322928"	"1326046"	"3119"	"*"	"92"
"35758"	"chr20"	"1329078"	"1330300"	"1223"	"*"	"27"
"35759"	"chr20"	"1391207"	"1394209"	"3003"	"*"	"168"
"35760"	"chr20"	"1463944"	"1470927"	"6984"	"*"	"109"
"35761"	"chr20"	"1491133"	"1493078"	"1946"	"*"	"30"
"35762"	"chr20"	"1734650"	"1739209"	"4560"	"*"	"50"
"35763"	"chr20"	"1776853"	"1777509"	"657"	"*"	"52"
"35764"	"chr20"	"1802691"	"1804657"	"1967"	"*"	"78"
"35765"	"chr20"	"1890849"	"1895616"	"4768"	"*"	"69"
"35766"	"chr20"	"1933478"	"1939902"	"6425"	"*"	"59"
"35767"	"chr20"	"1946785"	"1950821"	"4037"	"*"	"68"
"35768"	"chr20"	"1991988"	"1994808"	"2821"	"*"	"54"
"35769"	"chr20"	"2101234"	"2105986"	"4753"	"*"	"150"
"35770"	"chr20"	"2204750"	"2208160"	"3411"	"*"	"86"
"35771"	"chr20"	"2295002"	"2296433"	"1432"	"*"	"36"
"35772"	"chr20"	"2327951"	"2329325"	"1375"	"*"	"48"
"35773"	"chr20"	"2379739"	"2381395"	"1657"	"*"	"27"
"35774"	"chr20"	"2402627"	"2403930"	"1304"	"*"	"39"
"35775"	"chr20"	"2461718"	"2464008"	"2291"	"*"	"35"
"35776"	"chr20"	"2470306"	"2473566"	"3261"	"*"	"111"
"35777"	"chr20"	"2507826"	"2509564"	"1739"	"*"	"113"
"35778"	"chr20"	"2524392"	"2525332"	"941"	"*"	"37"
"35779"	"chr20"	"2535610"	"2537008"	"1399"	"*"	"36"
"35780"	"chr20"	"2557962"	"2559374"	"1413"	"*"	"40"
"35781"	"chr20"	"2649951"	"2660551"	"10601"	"*"	"211"
"35782"	"chr20"	"2663560"	"2664635"	"1076"	"*"	"96"
"35783"	"chr20"	"2687963"	"2688467"	"505"	"*"	"21"
"35784"	"chr20"	"2690928"	"2697722"	"6795"	"*"	"61"
"35785"	"chr20"	"2747820"	"2753202"	"5383"	"*"	"55"
"35786"	"chr20"	"2799441"	"2801439"	"1999"	"*"	"50"
"35787"	"chr20"	"2814231"	"2816869"	"2639"	"*"	"30"
"35788"	"chr20"	"2821052"	"2821750"	"699"	"*"	"27"
"35789"	"chr20"	"2836886"	"2842249"	"5364"	"*"	"131"
"35790"	"chr20"	"2862788"	"2864682"	"1895"	"*"	"41"
"35791"	"chr20"	"2869995"	"2874741"	"4747"	"*"	"154"
"35792"	"chr20"	"3042175"	"3049696"	"7522"	"*"	"122"
"35793"	"chr20"	"3069627"	"3072631"	"3005"	"*"	"62"
"35794"	"chr20"	"3081651"	"3085998"	"4348"	"*"	"98"
"35795"	"chr20"	"3090737"	"3092976"	"2240"	"*"	"42"
"35796"	"chr20"	"3146529"	"3148059"	"1531"	"*"	"21"
